Manual az,File_name,Dur(Sec),DOB,Sex,Genotype,Experimenter,Quality (1-5),Condition,Chip,Bad_lanes,Note,Center_xy,event_check,harp,LP,Sorted,Perfuse Time,Euth Time,Pictrure,LP EST,Date,Time,Age,Simulation,Hour,File location,Note2,Check FN,Since PT,Since ET,Events,Note3,AI_Count,File_Location,Step_Check,event per min,Max_Count/sec,Max/min/mm2,Stim_Type,Sorted_Cell_Num,Sheet Name
,2025.01.28.12.37.35.Rec.cmcr,1104.8,9/4/2014,M,BLK,,,play_duration_interval_set_8_1(),240017,"34, 62",,"L, -5, 5",,,,,11:54:00,9:40:00,,,,12:37:35,-41886,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.28.12.56.51.Rec.cmcr,633.8,9/4/2014,M,BLK,,,play_all_optimization_set6_without_step,240017,"34, 62",,"L, -5, 5",,,,,12:31:00,9:40:00,,,,12:56:51,-41886,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.28.13.08.28.Rec.cmcr,1103.5,9/4/2014,M,BLK,,,"play_duration_interval_set_8_1(), 3filter",240017,"34, 62",,"L, -5, 5",,,,,12:31:00,9:40:00,,,,13:8:28,-41886,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.28.13.27.42.Rec.cmcr,628.3,9/4/2014,M,BLK,,,"play_all_optimization_set6_without_step, 3filter",240017,"34, 62",,"L, -5, 5",,,,,12:31:00,9:40:00,,,,13:27:42,-41886,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.10.05.34.Rec.cmcr,130.1,7/19/2024,F,Rd,,,"blue light, 5 filter",4150,"34, 43",AAV-opn:cnga2:arrb 1:1:1@10/11/2024,,,,,,9:58:00,9:45:00,,,,10:5:34,-45492,TRUE,10,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.10.08.01.Rec.cmcr,187.7,7/19/2024,F,Rd,,,"blue light, 4 filter",4150,"34, 43",green light,,,,,,9:58:00,9:45:00,,,,10:8:1,-45492,TRUE,10,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.10.11.23.Rec.cmcr,277.2,7/19/2024,F,Rd,,,"blue light, 3 filter",4150,"34, 43",,,,,,,9:58:00,9:45:00,,,,10:11:23,-45492,TRUE,10,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.10.19.47.Rec.cmcr,1093.7,7/19/2024,F,Rd,,,"play_duration_interval_set_8_1(), 3filter?",4150,"34, 43",,,,,,,9:58:00,9:45:00,,,,10:19:47,-45492,TRUE,10,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.10.40.01.Rec.cmcr,1814,7/19/2024,F,Rd,,,play_sparse_noise_15x15_1hz_r42_s01_30min(),4150,"34, 43",,,,,,,9:58:00,9:45:00,,,,10:40:1,-45492,TRUE,10,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.11.19.57.Rec.cmcr,178.8,7/19/2024,F,Rd,,,"blue light, 5 filter",4141,34,,,,,,,11:11:00,9:45:00,,,,11:19:57,-45492,TRUE,11,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.11.23.15.Rec.cmcr,185.3,7/19/2024,F,Rd,,,"blue light, 4 filter",4141,34,,,,,,,11:11:00,9:45:00,,,,11:23:15,-45492,TRUE,11,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.11.26.42.Rec.cmcr,246.9,7/19/2024,F,Rd,,,"blue light, 3 filter",4141,"32, 34",,,,,,,11:11:00,9:45:00,,,,11:26:42,-45492,TRUE,11,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.11.35.00.Rec.cmcr,1077.1,7/19/2024,F,Rd,,,"play_duration_interval_set_8_1(), 3filter?",4141,"32, 34",,,,,,,11:11:00,9:45:00,,,,11:35:0,-45492,TRUE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.11.54.19.Rec.cmcr,1803.6,7/19/2024,F,Rd,,,play_sparse_noise_15x15_1hz_r42_s01_30min(),4141,"32, 34",,,,,,,11:11:00,9:45:00,,,,11:54:19,-45492,TRUE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.12.24.52.Rec.cmcr,621.8,7/19/2024,F,Rd,,,play_all_optimization_set6_without_step,4141,"32, 34",,,,,,,11:11:00,9:45:00,,,,12:24:52,-45492,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.12.41.45.Rec.cmcr,126.3,7/19/2024,F,Rd,,,"blue light, 5 filter",4121,34,,,,,,,12:36:00,9:45:00,,,,12:41:45,-45492,TRUE,12,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.12.44.05.Rec.cmcr,191.9,7/19/2024,F,Rd,,,"blue light, 4 filter",4121,34,,,,,,,12:36:00,9:45:00,,,,12:44:5,-45492,TRUE,12,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.12.47.30.Rec.cmcr,251.4,7/19/2024,F,Rd,,,"blue light, 3 filter",4121,34,,,,,,,12:36:00,9:45:00,,,,12:47:30,-45492,TRUE,12,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.12.54.02.Rec.cmcr,1086.9,7/19/2024,F,Rd,,,"play_duration_interval_set_8_1(), 3filter?",4121,34,,,,,,,12:36:00,9:45:00,,,,12:54:2,-45492,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.13.12.28.Rec.cmcr,1809.8,7/19/2024,F,Rd,,,play_sparse_noise_15x15_1hz_r42_s01_30min(),4121,34,,,,,,,12:36:00,9:45:00,,,,13:12:28,-45492,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.13.42.51.Rec.cmcr,612.7,7/19/2024,F,Rd,,,play_all_optimization_set6_without_step,4121,34,,,,,,,12:36:00,9:45:00,,,,13:42:51,-45492,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.14.00.17.Rec.cmcr,125,7/19/2024,F,Rd,,,"blue light, 5 filter",4161,34,,,,,,,13:54:00,9:45:00,,,,14:0:17,-45492,TRUE,14,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.14.02.36.Rec.cmcr,211.3,7/19/2024,F,Rd,,,"blue light, 4 filter",4161,34,,,,,,,13:54:00,9:45:00,,,,14:2:36,-45492,TRUE,14,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.14.06.35.Rec.cmcr,251.2,7/19/2024,F,Rd,,,"blue light, 3 filter",4161,34,,,,,,,13:54:00,9:45:00,,,,14:6:35,-45492,TRUE,14,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.01.29.14.13.03.Rec.cmcr,1105.9,7/19/2024,F,Rd,,,"play_duration_interval_set_8_1(), 3filter",4161,34,,,,,,,13:54:00,9:45:00,,,,14:13:3,-45492,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.14.33.03.Rec.cmcr,1855.6,7/19/2024,F,Rd,,,play_sparse_noise_15x15_1hz_r42_s01_30min(),4161,34,,,,,,,13:54:00,9:45:00,,,,14:33:3,-45492,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.15.04.53.Rec.cmcr,635.6,7/19/2024,F,Rd,,,play_all_optimization_set6_without_step,4161,34,,,,,,,13:54:00,9:45:00,,,,15:4:53,-45492,TRUE,15,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.01.29.15.17.44.Rec.cmcr,262.7,7/19/2024,F,Rd,,,"blue light, 2 filter",4161,34,,,,,,,13:54:00,9:45:00,,,,15:17:44,-45492,TRUE,15,,,#VALUE!,,,,,,,TRUE,,,,,,Data_2025
,2025.02.04.12.02.06.Rec.cmcr,1205.3,9/5/2024,M,BLK,,,play_all_optimization_set6_manual_ipRGC(),4150,"34, 43",,"L, 5, -5",,,,,11:51:00,11:30:00,,,,12:2:6,-45540,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.04.12.37.50.Rec.cmcr,1178.6,9/5/2024,M,BLK,,,play_all_optimization_set6_manual_ipRGC(),4121,,,"L, 5, 5",,,,,12:24:00,11:30:00,,,,12:37:50,-45540,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.04.13.22.13.Rec.cmcr,1545.2,9/5/2024,M,BLK,,,play_natural_scene_movie_v1(),4140,,,"L, -5, 5",,,,,13:10:00,11:30:00,,,,13:22:13,-45540,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.04.13.48.12.Rec.cmcr,1200.6,9/5/2024,M,BLK,,,play_all_optimization_set6_manual_ipRGC(),4140,,,"L, -5, 5",,,,,13:10:00,11:30:00,,,,13:48:12,-45540,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.04.14.22.01.Rec.cmcr,1177.2,9/27/2024,M,BLK,,,play_all_optimization_set6_manual_ipRGC(),240017,62,,"R, -5, 5",,,,,14:08:00,13:40:00,,,,14:22:1,-45562,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.04.14.56.00.Rec.cmcr,1173.4,9/27/2024,M,BLK,,,play_all_optimization_set6_manual_ipRGC(),4144,,,"R, -5, -5",,,,,14:42:00,13:40:00,,,,14:56:0,-45562,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.04.15.35.41.Rec.cmcr,1527.2,9/27/2024,M,BLK,,,play_natural_scene_movie_v1(),240015,"34, 45",,"R, 5, 5",,,,,15:16:00,13:40:00,,,,15:35:41,-45562,TRUE,15,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.04.16.01.14.Rec.cmcr,1190.9,9/27/2024,M,BLK,,,play_all_optimization_set6_manual_ipRGC(),240015,"34, 45",,"R, 5, 5",,,,,15:16:00,13:40:00,,,,16:1:14,-45562,TRUE,16,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.05.12.09.17.Rec.cmcr,1214.4,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4122,"34, 39, 47",,"L, -5, -5",,,,,11:56:00,11:00:00,,,,12:9:17,-45540,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.05.12.59.07.Rec.cmcr,1232.4,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4141,,,"R, -5, 5",,,,,12:45:00,12:00:00,,,,12:59:7,-45540,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.05.13.34.20.Rec.cmcr,1238.4,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4140,34,,"R, -5, -5",,,,,13:20:00,12:00:00,,,,13:34:20,-45540,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.05.14.34.27.Rec.cmcr,626.9,9/5/2024,F,BLK,,,play_all_optimization_set6_without_step,4144,,,"L, -5, -5",,,,,14:20:00,14:00:00,,,,14:34:27,-45540,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.05.14.48.41.Rec.cmcr,1211.2,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4144,,,"L, -5, -5",,,,,15:10:00,14:00:00,,,,14:48:41,-45540,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.05.15.20.52.Rec.cmcr,1195.9,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4147,34,,"L, 5, -5",,,,,15:10:00,14:00:00,,,,15:20:52,-45540,TRUE,15,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.05.15.51.42.Rec.cmcr,1205.7,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4134,34,,"L,5, 5",,,,,15:41:00,14:00:00,,,,15:51:42,-45540,TRUE,15,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.11.22.52.Rec.cmcr,1186.3,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),240015,"2, 31, 34",,"R, 5, -5",,,,,10:56:00,10:40:00,,,,11:22:52,-45540,TRUE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.11.56.47.Rec.cmcr,1181.3,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4144,"12, 60",,"R, 5, 5",,,,,11:44:00,10:40:00,,,,11:56:47,-45540,TRUE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.12.40.18.Rec.cmcr,1177.5,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4207,,,"R, -5, -5",,,,,12:17:00,10:40:00,,,,12:40:18,-45540,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.13.24.05.Rec.cmcr,1175.3,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4134,34,,"L, -5, -5",,,,,13:05:00,12:40:00,,,,13:24:5,-45540,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.13.57.08.Rec.cmcr,1178.1,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),240017,"34, 45, 55, 60",,"L, -5, 5",,,,,13:44:00,12:40:00,,,,13:57:8,-45540,TRUE,13,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.14.24.11.Rec.cmcr,1538.1,9/5/2024,F,BLK,,,play_natural_scene_movie_v1(),240017,"34, 45, 55, 60",,"L, -5, 5",,,,,13:44:00,12:40:00,,,,14:24:11,-45540,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.14.50.14.Rec.cmcr,1176.9,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4150,"34, 43",,"L, 5, -5",,,,,14:17:00,12:40:00,,,,14:50:14,-45540,TRUE,14,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.15.32.45.Rec.cmcr,1543.9,9/5/2024,F,BLK,,,play_natural_scene_movie_v1(),4150,"34, 43",,"L, 5, -5",,,,,14:17:00,12:40:00,,,,15:32:45,-45540,TRUE,15,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.15.58.41.Rec.cmcr,1000.1,9/5/2024,F,BLK,,,play_all_optimization_set6_manual_ipRGC(),4154,34,"run out space, only one ipRGC light stimulation, the other one is saved seperately","L,5, 5",,,,,15:11:00,12:40:00,,,,15:58:41,-45540,TRUE,15,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.12.16.15.45.Rec.cmcr,326.8,9/5/2024,F,BLK,,,"play_all_optimization_set6_manual_ipRGC(),ipRGC",4154,34,,,,,,,15:11:00,12:40:00,,,,16:15:45,-45540,TRUE,16,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.09.59.59.Rec.cmcr,293.4,,F,Gnat-12-DKO-nTnG,,,"play_jhu_20x_step(), 0filter",4122,"31, 34, 39, 47","94-M1, right, ventral",,,,,,9:46:00,9:20:00,,,,9:59:59,0,TRUE,9,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.10.30.27.Rec.cmcr,1020.3,,F,Gnat-12-DKO-nTnG,,,"play_jhu_10x_step(), 5-0filter",4140,"34, 50","94-M1, right, ventral, second piece",,,,,,10:15:00,9:20:00,,,,10:30:27,0,TRUE,10,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.10.48.34.Rec.cmcr,613.7,,F,Gnat-12-DKO-nTnG,,,"play_all_optimization_set6_manual_ipRGC(), 0filter",4140,"34, 50",,,,,,,10:15:00,9:20:00,,,,10:48:34,0,TRUE,10,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.11.03.25.Rec.cmcr,990.5,,F,Gnat-12-DKO-nTnG,,,"play_jhu_recovery_test_step(), 0filter",4140,"34, 50",,,,,,,10:15:00,9:20:00,,,,11:3:25,0,TRUE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.11.19.56.Rec.cmcr,993,,F,Gnat-12-DKO-nTnG,,,"play_jhu_recovery_test_step(), 0filter",4140,"34, 50",,,,,,,10:15:00,9:20:00,,,,11:19:56,0,TRUE,11,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.12.03.35.Rec.cmcr,1004.7,,M,Gnat-12-DKO-nTnG,,,"play_jhu_10x_step(), 5-0filter",4121,"31, 34","95-M10, right, dorsal",,,,,,11:52:00,11:30:00,,,,12:3:35,0,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.12.22.37.Rec.cmcr,614.2,,M,Gnat-12-DKO-nTnG,,,"play_all_optimization_set6_manual_ipRGC(), 1filter",4121,"31, 34",,,,,,,11:52:00,11:30:00,,,,12:22:37,0,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
,2025.02.14.12.36.34.Rec.cmcr,813.2,,M,Gnat-12-DKO-nTnG,,,"play_jhu_recovery_test_step(), 1filter, recover",4121,"31, 34",,,,,,,11:52:00,11:30:00,,,,12:36:34,0,TRUE,12,,,#VALUE!,,,,,,,FALSE,,,,,,Data_2025
